id,income
50177,21415.506
50178,19402.559
50179,33169.547
50180,68286.21
50181,21336.992
50182,44484.625
50183,39154.625
50184,22526.21
50185,36351.98
50186,25979.895
50187,38463.062
50188,26634.352
50189,22069.393
50190,28927.18
50191,36434.02
50192,60330.69
50193,21530.488
50194,16493.648
50195,36362.785
50196,18970.758
50197,24019.582
50198,28039.818
50199,27918.746
50200,26813.262
50201,92424.88
50202,24610.223
50203,31761.865
50204,33924.504
50205,22069.393
50206,19011.521
50207,43185.723
50208,66436.0
50209,25201.543
50210,21468.193
50211,23414.584
50212,19032.977
50213,24334.46
50214,21850.994
50215,43664.523
50216,26854.412
50217,56233.258
50218,20146.672
50219,47380.344
50220,52388.86
50221,23753.166
50222,29253.008
50223,48022.91
50224,26813.262
50225,24955.307
50226,25007.346
50227,54140.383
50228,20101.418
50229,28769.879
50230,31978.736
50231,19954.037
50232,74404.1
50233,19415.467
50234,20409.795
50235,32377.787
50236,26189.867
50237,33289.816
50238,26813.262
50239,17970.48
50240,23967.365
50241,37453.832
50242,25802.744
50243,24154.748
50244,16390.834
50245,27709.357
50246,24674.588
50247,23925.719
50248,23625.668
50249,23443.156
50250,14753.828
50251,55751.203
50252,18441.822
50253,25201.543
50254,22069.393
50255,33496.88
50256,23834.77
50257,86520.43
50258,21259.145
50259,22775.105
50260,23158.047
50261,18277.182
50262,31514.473
50263,20409.795
50264,18014.873
50265,26232.17
50266,19268.613
50267,42496.59
50268,44753.02
50269,25264.957
50270,21357.578
50271,28783.576
50272,28814.807
50273,18397.232
50274,19177.793
50275,16152.104
50276,72272.4
50277,20416.69
50278,21934.305
50279,22344.232
50280,20101.418
50281,23331.877
50282,25188.082
50283,19783.604
50284,15468.922
50285,61044.65
50286,57924.53
50287,20101.418
50288,20543.252
50289,21047.107
50290,35715.844
50291,73032.19
50292,19986.994
50293,68397.06
50294,30210.697
50295,37210.355
50296,17833.652
50297,22390.008
50298,21014.492
50299,29686.75
50300,33761.7
50301,19011.521
50302,17874.035
50303,40609.586
50304,16142.21
50305,21847.896
50306,31320.05
50307,25494.795
50308,20850.062
50309,61143.285
50310,20052.574
50311,22458.947
50312,25201.543
50313,27711.566
50314,30202.523
50315,24469.908
50316,34038.453
50317,22696.525
50318,19785.963
50319,24289.838
50320,26721.982
50321,92237.55
50322,19011.521
50323,20583.035
50324,42275.61
50325,18050.834
50326,14954.4795
50327,18843.271
50328,22061.9
50329,55629.805
50330,19200.426
50331,25732.057
50332,31523.992
50333,49790.438
50334,20101.418
50335,90381.21
50336,25802.744
50337,23717.033
50338,34929.797
50339,20101.418
50340,27677.121
50341,17984.361
50342,20468.383
50343,18403.352
50344,21981.545
50345,18044.64
50346,47285.062
50347,20923.225
50348,35068.312
50349,20101.418
50350,43665.785
50351,20101.418
50352,43061.03
50353,26668.361
50354,23372.092
50355,35137.266
50356,54081.906
50357,27731.896
50358,27522.74
50359,107504.31
50360,37256.094
50361,25830.127
50362,19808.596
50363,26090.924
50364,23411.193
50365,26603.416
50366,60556.01
50367,30228.738
50368,20052.574
50369,29687.354
50370,53500.098
50371,16912.56
50372,25064.832
50373,19849.564
50374,25619.318
50375,35926.16
50376,17257.38
50377,45519.77
50378,45572.01
50379,24354.367
50380,64043.12
50381,49067.42
50382,22308.055
50383,26600.535
50384,23911.596
50385,18441.822
50386,24561.027
50387,22405.045
50388,21468.193
50389,39909.742
50390,26073.643
50391,32962.938
50392,23340.15
50393,35365.484
50394,24334.46
50395,16152.104
50396,30488.611
50397,18441.822
50398,22493.566
50399,15563.245
50400,22039.783
50401,41305.54
50402,22156.873
50403,40054.53
50404,19808.596
50405,18275.484
50406,22069.393
50407,20699.346
50408,44215.04
50409,34149.715
50410,53154.285
50411,25238.135
50412,18608.094
50413,31227.545
50414,16961.52
50415,49847.3
50416,31509.863
50417,20506.854
50418,18998.648
50419,31966.67
50420,33237.047
50421,28930.322
50422,22196.25
50423,18449.709
50424,32995.71
50425,23317.135
50426,21278.197
50427,27869.53
50428,21487.941
50429,23144.842
50430,26331.912
50431,14954.4795
50432,29097.742
50433,22905.367
50434,38274.21
50435,29578.047
50436,27904.797
50437,19951.703
50438,19391.074
50439,26363.785
50440,26842.283
50441,15763.896
50442,33071.586
50443,36061.684
50444,24292.744
50445,19225.354
50446,37190.22
50447,22518.152
50448,28816.814
50449,26389.957
50450,64815.992
50451,35581.926
50452,55423.93
50453,26094.28
50454,78229.3
50455,55053.16
50456,24521.459
50457,44011.395
50458,17257.38
50459,21362.967
50460,24355.281
50461,23437.139
50462,57809.16
50463,35949.664
50464,19227.238
50465,24943.486
50466,21058.402
50467,47569.984
50468,14764.612
50469,18369.113
50470,32031.633
50471,25730.186
50472,36430.25
50473,14993.546
50474,25201.543
50475,54558.844
50476,16152.104
50477,25999.365
50478,56479.445
50479,47641.414
50480,53231.68
50481,25201.543
50482,21700.56
50483,24643.018
50484,16385.684
50485,109282.54
50486,23588.357
50487,30891.217
50488,19745.2
50489,34157.133
50490,21886.766
50491,34008.383
50492,58621.3
50493,22975.512
50494,23422.787
50495,71322.48
50496,18794.389
50497,20698.387
50498,48174.68
50499,22357.762
50500,19647.719
50501,51965.113
50502,35531.2
50503,37283.535
50504,24131.205
50505,69010.09
50506,41628.27
50507,31990.979
50508,37067.777
50509,22252.516
50510,36667.88
50511,16321.252
50512,21774.076
50513,22301.855
50514,45586.72
50515,41276.516
50516,40506.973
50517,21935.47
50518,23157.062
50519,95586.79
50520,24219.377
50521,25802.744
50522,41400.836
50523,41210.504
50524,29687.354
50525,20101.418
50526,25201.543
50527,40326.527
50528,29030.94
50529,21455.963
50530,17606.045
50531,16998.959
50532,24718.074
50533,33217.88
50534,26813.262
50535,19503.139
50536,25893.783
50537,20101.418
50538,74390.9
50539,34064.477
50540,44559.438
50541,16152.104
50542,22357.762
50543,20101.418
50544,24420.459
50545,20402.607
50546,34849.992
50547,17566.367
50548,16142.21
50549,57078.453
50550,34327.617
50551,19177.793
50552,23417.346
50553,26583.074
50554,39266.316
50555,30546.613
50556,25569.404
50557,18403.352
50558,86623.25
50559,37495.566
50560,30019.963
50561,19052.908
50562,14954.4795
50563,22069.393
50564,63703.54
50565,19564.299
50566,40432.625
50567,22057.285
50568,39482.098
50569,17959.549
50570,28404.4
50571,40867.766
50572,18441.822
50573,70099.98
50574,25173.34
50575,17935.137
50576,73818.79
50577,14753.828
50578,24023.393
50579,17731.87
50580,16152.104
50581,19009.229
50582,36001.188
50583,21468.193
50584,18450.307
50585,16429.26
50586,20425.25
50587,41902.453
50588,26684.576
50589,27957.865
50590,25759.22
50591,23045.873
50592,56832.445
50593,46217.395
50594,27629.58
50595,26821.29
50596,38717.73
50597,34769.086
50598,17257.38
50599,38002.73
50600,18401.059
50601,18414.123
50602,55079.867
50603,30030.273
50604,16185.032
50605,16917.71
50606,23766.344
50607,26027.945
50608,49245.375
50609,16321.252
50610,98878.17
50611,101966.07
50612,20409.795
50613,17773.4
50614,21160.047
50615,28603.736
50616,19200.426
50617,26554.746
50618,20187.834
50619,19830.05
50620,20101.418
50621,15550.902
50622,47113.453
50623,60839.055
50624,80572.91
50625,25802.744
50626,26389.428
50627,25833.248
50628,58346.17
50629,21468.193
50630,53418.387
50631,20101.418
50632,40157.918
50633,18779.898
50634,28429.139
50635,42719.152
50636,23810.105
50637,45069.805
50638,40547.844
50639,23619.822
50640,30927.486
50641,66243.77
50642,17833.652
50643,28356.38
50644,39710.84
50645,56324.082
50646,35047.95
50647,32513.615
50648,18050.834
50649,19481.258
50650,52585.477
50651,25615.516
50652,62878.27
50653,16142.21
50654,19177.793
50655,27170.871
50656,24334.46
50657,17809.695
50658,19216.264
50659,31975.416
50660,21369.66
50661,21958.78
50662,24432.744
50663,82261.09
50664,35505.797
50665,18521.12
50666,47271.18
50667,32179.27
50668,27731.896
50669,15763.896
50670,29768.605
50671,22107.857
50672,28883.98
50673,74823.19
50674,20101.418
50675,42322.598
50676,24995.295
50677,24860.564
50678,19200.426
50679,31309.791
50680,17914.945
50681,25425.68
50682,19808.596
50683,34375.016
50684,23834.77
50685,30546.613
50686,22998.924
50687,14993.546
50688,17187.285
50689,30195.385
50690,35632.777
50691,26801.873
50692,23136.715
50693,22069.393
50694,19027.129
50695,22357.762
50696,27331.533
50697,86305.57
50698,17257.38
50699,38702.613
50700,35940.9
50701,18403.352
50702,23752.617
50703,50864.895
50704,43443.574
50705,19473.371
50706,21615.693
50707,22112.35
50708,27174.5
50709,28067.812
50710,33289.94
50711,29159.057
50712,31428.322
50713,19785.963
50714,18450.307
50715,20406.197
50716,37548.863
50717,23284.426
50718,26078.777
50719,17876.475
50720,34678.125
50721,19518.256
50722,32891.605
50723,30856.305
50724,38783.414
50725,34884.79
50726,20101.418
50727,16961.52
50728,18788.793
50729,18212.014
50730,23320.902
50731,30460.908
50732,53631.387
50733,21311.41
50734,27121.648
50735,19808.596
50736,20101.418
50737,27880.312
50738,28454.252
50739,25014.99
50740,37419.766
50741,19194.568
50742,19401.686
50743,27250.059
50744,42265.5
50745,44543.14
50746,34511.918
50747,38792.465
50748,30035.258
50749,25553.041
50750,18403.352
50751,25737.207
50752,89246.945
50753,17257.38
50754,48877.57
50755,22556.885
50756,17827.797
50757,18754.71
50758,67673.94
50759,25340.027
50760,39987.12
50761,38893.633
50762,19177.793
50763,22082.576
50764,21850.871
50765,23073.408
50766,23942.393
50767,25246.29
50768,22102.531
50769,19426.842
50770,24656.938
50771,16290.773
50772,22904.688
50773,39901.363
50774,16912.56
50775,94492.18
50776,24719.998
50777,26510.82
50778,23260.11
50779,29094.328
50780,26813.262
50781,44221.543
50782,20101.418
50783,29477.88
50784,52838.65
50785,15520.423
50786,20053.373
50787,18441.822
50788,21014.492
50789,19868.637
50790,20353.893
50791,39732.8
50792,26331.912
50793,19808.596
50794,38316.336
50795,69269.734
50796,30882.977
50797,23911.156
50798,18397.232
50799,88845.055
50800,73863.71
50801,24027.041
50802,32291.533
50803,31282.81
50804,21125.201
50805,21298.44
50806,84064.99
50807,32384.732
50808,23753.166
50809,24044.553
50810,19227.238
50811,27170.49
50812,50248.2
50813,66654.12
50814,34899.28
50815,18665.857
50816,16429.26
50817,21831.914
50818,21460.908
50819,24475.947
50820,23753.166
50821,28374.01
50822,19072.559
50823,20478.61
50824,87722.45
50825,20795.58
50826,22437.014
50827,23417.346
50828,25953.047
50829,56355.316
50830,22129.264
50831,17833.652
50832,23416.086
50833,35919.336
50834,17257.38
50835,22047.342
50836,17659.197
50837,23329.188
50838,64688.23
50839,24913.223
50840,23077.83
50841,28726.834
50842,31885.025
50843,19520.412
50844,37349.543
50845,54065.2
50846,21320.656
50847,19011.521
50848,24750.766
50849,37936.3
50850,17387.936
50851,61958.855
50852,18441.822
50853,24334.46
50854,37861.863
50855,23734.443
50856,36280.17
50857,16429.26
50858,23925.307
50859,22382.254
50860,30546.613
50861,14993.546
50862,46569.152
50863,20726.81
50864,22069.393
50865,58347.773
50866,44094.496
50867,22069.393
50868,29849.65
50869,21468.193
50870,21468.193
50871,20543.252
50872,19938.455
50873,15822.08
50874,23515.174
50875,23684.535
50876,72952.88
50877,32533.973
50878,27357.385
50879,21178.537
50880,23753.166
50881,22574.523
50882,20724.818
50883,22016.385
50884,20543.252
50885,18970.758
50886,46623.562
50887,66073.76
50888,24334.46
50889,24242.03
50890,24342.285
50891,23122.17
50892,54217.902
50893,91529.58
50894,39127.312
50895,20101.418
50896,40045.375
50897,19043.172
50898,18403.352
50899,44430.844
50900,47954.066
50901,32185.941
50902,20506.854
50903,20346.713
50904,18403.352
50905,23834.77
50906,43967.555
50907,20418.281
50908,31960.365
50909,27133.543
50910,24695.385
50911,21615.693
50912,24698.521
50913,40052.695
50914,49404.25
50915,47029.027
50916,18780.197
50917,60977.285
50918,33837.934
50919,54075.594
50920,21650.28
50921,20834.729
50922,19532.666
50923,20402.617
50924,35138.867
50925,24990.049
50926,20217.295
50927,26821.412
50928,26429.783
50929,21572.67
50930,29090.38
50931,24335.686
50932,20000.162
50933,67266.695
50934,18403.352
50935,28067.812
50936,23060.023
50937,17643.775
50938,17755.771
50939,45776.934
50940,16152.104
50941,18414.123
50942,23846.08
50943,18441.822
50944,19200.426
50945,28357.58
50946,39413.01
50947,39461.605
50948,20059.184
50949,19009.229
50950,23144.842
50951,29064.879
50952,19801.625
50953,32699.686
50954,21290.283
50955,71407.1
50956,29236.629
50957,28067.812
50958,19315.67
50959,33657.637
50960,26327.01
50961,26426.16
50962,43822.1
50963,29555.102
50964,31844.96
50965,18463.277
50966,37577.81
50967,24917.443
50968,25605.793
50969,24342.285
50970,17539.498
50971,18754.71
50972,18880.533
50973,28067.812
50974,29272.709
50975,20101.418
50976,29988.67
50977,83211.45
50978,50050.5
50979,29084.467
50980,29687.354
50981,27403.895
50982,29251.531
50983,20379.906
50984,18401.059
50985,23834.77
50986,19938.455
50987,89359.45
50988,17018.379
50989,22120.072
50990,27383.508
50991,49294.906
50992,17827.08
50993,65244.668
50994,31795.098
50995,16429.26
50996,32377.787
50997,22528.545
50998,37055.703
50999,22936.44
51000,42348.758
51001,29427.615
51002,29320.174
51003,20954.883
51004,62484.71
51005,17833.652
51006,18727.998
51007,20344.012
51008,27717.486
51009,22451.324
51010,74753.94
51011,14993.546
51012,29059.162
51013,17596.557
51014,25518.129
51015,21025.855
51016,21613.025
51017,30546.613
51018,19177.793
51019,20689.014
51020,41492.434
51021,63919.43
51022,15447.386
51023,27311.94
51024,24342.613
51025,58969.04
51026,35277.637
51027,46499.188
51028,51150.945
51029,22992.9
51030,18880.533
51031,40798.414
51032,14993.546
51033,61035.863
51034,42428.414
51035,25102.986
51036,44022.938
51037,19039.549
51038,18860.252
51039,16916.65
51040,28821.107
51041,28067.812
51042,21964.95
51043,26072.96
51044,37090.29
51045,23136.715
51046,18441.822
51047,25677.049
51048,78969.96
51049,48264.984
51050,32652.398
51051,27422.158
51052,21007.047
51053,58224.844
51054,17508.984
51055,67817.57
51056,30138.033
51057,25282.615
51058,28191.818
51059,24982.508
51060,29727.057
51061,26699.988
51062,42662.188
51063,28620.4
51064,20402.617
51065,36634.93
51066,28128.877
51067,69816.57
51068,22946.879
51069,33970.406
51070,54035.68
51071,24354.367
51072,46560.86
51073,20478.61
51074,29033.184
51075,65057.484
51076,46619.332
51077,49831.72
51078,33604.152
51079,22309.273
51080,17801.807
51081,33260.4
51082,34650.953
51083,19808.596
51084,66092.24
51085,22386.393
51086,20406.322
51087,28007.285
51088,17130.668
51089,20101.418
51090,28204.555
51091,21014.492
51092,43969.293
51093,22069.393
51094,18629.248
51095,20629.186
51096,18921.686
51097,19039.426
51098,21677.414
51099,20101.418
51100,18403.352
51101,58368.16
51102,17606.045
51103,21684.383
51104,23046.64
51105,30092.307
51106,34397.246
51107,55152.605
51108,19987.469
51109,20101.418
51110,46638.645
51111,32636.96
51112,19200.426
51113,19945.854
51114,20339.16
51115,24334.46
51116,92964.68
51117,23775.986
51118,32092.404
51119,47518.496
51120,44769.492
51121,41086.715
51122,20101.418
51123,21066.838
51124,17699.213
51125,27929.635
51126,49303.523
51127,30210.697
51128,46518.383
51129,48162.48
51130,36211.684
51131,46810.766
51132,49092.395
51133,18463.277
51134,35139.043
51135,25802.744
51136,43366.84
51137,35024.523
51138,66129.99
51139,26546.879
51140,35715.844
51141,19812.055
51142,21613.766
51143,23159.703
51144,45372.023
51145,15910.755
51146,65613.52
51147,38296.953
51148,27945.467
51149,22309.273
51150,21681.238
51151,22214.227
51152,18883.654
51153,18403.352
51154,18970.758
51155,55090.465
51156,23199.98
51157,44484.53
51158,24142.482
51159,24228.803
51160,22069.393
51161,15915.459
51162,37236.312
51163,24334.46
51164,32276.209
51165,46740.902
51166,25718.246
51167,18883.654
51168,36785.453
51169,48344.953
51170,23278.973
51171,27796.51
51172,19808.596
51173,19566.484
51174,37275.91
51175,29605.715
51176,44368.625
51177,16887.195
51178,23739.986
51179,25576.582
51180,19225.354
51181,21321.883
51182,18401.059
51183,21468.193
51184,25201.543
51185,15995.799
51186,33664.727
51187,25058.477
51188,33059.535
51189,21869.705
51190,23417.346
51191,20774.602
51192,24499.771
51193,26813.262
51194,30619.385
51195,18842.893
51196,41860.867
51197,20943.01
51198,27717.623
51199,71588.266
51200,25388.37
51201,26213.242
51202,21014.367
51203,115065.1
51204,41658.88
51205,23461.895
51206,25201.543
51207,19200.426
51208,21876.256
51209,19194.568
51210,22932.14
51211,34065.992
51212,31905.664
51213,21823.1
51214,50335.035
51215,45840.285
51216,21869.607
51217,21468.193
51218,31133.771
51219,27542.688
51220,18624.154
51221,20850.062
51222,23030.875
51223,41640.824
51224,39304.773
51225,36274.082
51226,18860.252
51227,41800.72
51228,26813.262
51229,18559.6
51230,24321.154
51231,41454.555
51232,61593.312
51233,22347.436
51234,24094.541
51235,38302.88
51236,20842.166
51237,28067.812
51238,19058.477
51239,61203.27
51240,20101.418
51241,21975.113
51242,25425.68
51243,27242.424
51244,55462.43
51245,49515.67
51246,24334.46
51247,39514.824
51248,30546.613
51249,41031.992
51250,37272.08
51251,23165.936
51252,39128.48
51253,24025.879
51254,69176.914
51255,17804.773
51256,16152.104
51257,29450.979
51258,21224.477
51259,22069.393
51260,31477.287
51261,18745.97
51262,24828.807
51263,22114.756
51264,27704.928
51265,23672.725
51266,20334.576
51267,31256.434
51268,35338.19
51269,51059.887
51270,17833.652
51271,20647.861
51272,22838.885
51273,35193.504
51274,20478.61
51275,22243.133
51276,30210.697
51277,24885.4
51278,17833.652
51279,73217.32
51280,18403.352
51281,22061.193
51282,19785.963
51283,57995.934
51284,32421.65
51285,18160.24
51286,22894.705
51287,20101.418
51288,18403.352
51289,37916.582
51290,25848.49
51291,68364.71
51292,58111.574
51293,55354.613
51294,25806.781
51295,23738.566
51296,28696.975
51297,22525.537
51298,20101.418
51299,24048.299
51300,21079.81
51301,20334.576
51302,20761.662
51303,20409.795
51304,34436.508
51305,23241.717
51306,17436.896
51307,22069.393
51308,21468.193
51309,29438.004
51310,21076.336
51311,19623.516
51312,18749.709
51313,27208.555
51314,19868.637
51315,19200.426
51316,22069.393
51317,57057.246
51318,26158.926
51319,19263.81
51320,24500.701
51321,19011.521
51322,32725.695
51323,35715.844
51324,16912.56
51325,29374.459
51326,21569.57
51327,30066.836
51328,29578.88
51329,29935.572
51330,22019.246
51331,45022.277
51332,36603.117
51333,19200.426
51334,18050.834
51335,23834.77
51336,82861.69
51337,47457.582
51338,38146.367
51339,14993.546
51340,58665.957
51341,19974.865
51342,42921.04
51343,23940.842
51344,24342.613
51345,39072.805
51346,37096.043
51347,41050.43
51348,18477.455
51349,35213.656
51350,25744.861
51351,21505.738
51352,23726.775
51353,23996.373
51354,27353.748
51355,19227.238
51356,19785.963
51357,19259.086
51358,25834.994
51359,21202.438
51360,21468.193
51361,25615.516
51362,22357.762
51363,19808.596
51364,32686.443
51365,14993.546
51366,32624.588
51367,16822.117
51368,66177.67
51369,104373.41
51370,21468.193
51371,51931.625
51372,34732.5
51373,18624.154
51374,22451.979
51375,21674.188
51376,63569.566
51377,17098.416
51378,22038.936
51379,18795.668
51380,14954.4795
51381,23821.42
51382,19807.799
51383,20623.072
51384,68163.33
51385,17833.652
51386,28707.963
51387,68989.22
51388,23897.336
51389,21742.65
51390,32863.086
51391,18450.307
51392,44783.734
51393,42908.17
51394,20101.418
51395,24964.799
51396,24911.627
51397,37283.535
51398,30858.773
51399,36568.96
51400,30081.695
51401,39291.676
51402,20432.637
51403,28067.812
51404,24309.064
51405,30054.447
51406,33190.535
51407,19020.006
51408,22749.557
51409,48174.68
51410,22123.955
51411,18441.822
51412,35642.43
51413,22212.904
51414,16922.451
51415,19990.805
51416,15763.896
51417,19801.625
51418,17691.24
51419,22835.99
51420,22069.393
51421,21253.05
51422,22069.393
51423,19240.809
51424,30210.697
51425,17606.045
51426,23158.047
51427,19111.693
51428,22321.207
51429,23092.104
51430,30546.613
51431,38917.113
51432,19469.754
51433,19606.955
51434,20495.205
51435,15821.136
51436,53027.094
51437,26619.252
51438,19745.2
51439,21899.264
51440,21602.988
51441,19355.91
51442,52342.633
51443,36542.535
51444,21468.193
51445,24607.186
51446,19011.521
51447,26619.436
51448,26766.994
51449,29480.229
51450,18484.645
51451,18463.277
51452,19801.625
51453,61872.406
51454,19789.506
51455,18235.58
51456,27245.16
51457,21267.105
51458,44752.98
51459,14753.828
51460,25705.523
51461,89701.62
51462,16922.451
51463,68492.35
51464,19868.637
51465,33082.207
51466,20761.91
51467,21936.656
51468,17668.037
51469,21133.02
51470,20408.78
51471,21076.336
51472,17914.803
51473,22402.545
51474,22458.822
51475,42011.605
51476,14184.129
51477,21180.602
51478,25952.424
51479,24334.46
51480,25422.082
51481,16930.633
51482,20090.111
51483,19785.963
51484,30097.639
51485,64951.105
51486,20409.934
51487,14753.828
51488,20217.295
51489,24291.424
51490,27158.557
51491,32675.75
51492,25201.543
51493,22357.762
51494,41146.387
51495,18313.94
51496,20101.418
51497,36133.03
51498,30428.455
51499,38701.297
51500,23694.627
51501,24515.572
51502,29943.432
51503,16038.621
51504,23776.361
51505,25201.543
51506,20101.418
51507,90863.734
51508,22648.066
51509,21873.627
51510,33977.21
51511,19579.451
51512,36603.992
51513,57906.56
51514,21468.193
51515,59855.74
51516,16208.881
51517,29527.375
51518,50131.76
51519,22783.49
51520,18441.822
51521,23834.77
51522,21228.861
51523,24334.46
51524,21056.559
51525,22215.66
51526,18403.352
51527,18106.91
51528,25737.719
51529,21076.553
51530,21468.193
51531,19974.865
51532,21468.193
51533,31169.111
51534,25145.59
51535,26679.123
51536,14954.4795
51537,64912.35
51538,28450.717
51539,40545.84
51540,46318.316
51541,19349.785
51542,24342.285
51543,16239.271
51544,38137.055
51545,26025.79
51546,41755.477
51547,50473.598
51548,28654.443
51549,25141.402
51550,18275.484
51551,31795.873
51552,22071.402
51553,44671.56
51554,17827.797
51555,30827.12
51556,32485.38
51557,64206.824
51558,23249.268
51559,25742.605
51560,43879.67
51561,17833.652
51562,31287.143
51563,26619.436
51564,18279.334
51565,23209.707
51566,40596.215
51567,24681.168
51568,22876.793
51569,25117.055
51570,38306.35
51571,28234.988
51572,15763.896
51573,19206.65
51574,18614.34
51575,28095.85
51576,18231.68
51577,17833.652
51578,27011.783
51579,33222.336
51580,29124.766
51581,45901.91
51582,24041.1
51583,19177.793
51584,24970.422
51585,23106.84
51586,32310.75
51587,24343.887
51588,35084.168
51589,20101.418
51590,21468.193
51591,20128.03
51592,24017.037
51593,67761.4
51594,24253.424
51595,27159.451
51596,50225.547
51597,23368.67
51598,38615.19
51599,27419.807
51600,19225.354
51601,29712.592
51602,43532.023
51603,18050.834
51604,86613.664
51605,31908.139
51606,21681.238
51607,29291.361
51608,26813.262
51609,22082.576
51610,19200.426
51611,28149.865
51612,19556.82
51613,37972.027
51614,35752.492
51615,19222.51
51616,56771.86
51617,25023.088
51618,37292.18
51619,25486.146
51620,37188.96
51621,37294.75
51622,40596.375
51623,33440.375
51624,24839.816
51625,25401.512
51626,16711.908
51627,25929.326
51628,27902.201
51629,18403.352
51630,36521.758
51631,30444.42
51632,23235.252
51633,25149.26
51634,19532.295
51635,28427.836
51636,18779.898
51637,23417.346
51638,20417.559
51639,43369.207
51640,24997.764
51641,17833.652
51642,21867.51
51643,24817.646
51644,25583.174
51645,17833.652
51646,22528.545
51647,42614.49
51648,21468.193
51649,30546.613
51650,40407.113
51651,47592.613
51652,18673.549
51653,26813.262
51654,19247.465
51655,20101.418
51656,43710.066
51657,26813.262
51658,22069.393
51659,47420.816
51660,26022.783
51661,22806.342
51662,21007.398
51663,23172.91
51664,19465.533
51665,64934.99
51666,30210.697
51667,30058.387
51668,54514.918
51669,32913.348
51670,20664.66
51671,18438.412
51672,19609.248
51673,24072.621
51674,25802.744
51675,24563.36
51676,41483.66
51677,20409.795
51678,21177.307
51679,23911.156
51680,20543.252
51681,25064.416
51682,18754.71
51683,44739.184
51684,23373.6
51685,19969.766
51686,28807.502
51687,20478.61
51688,72018.59
51689,21382.934
51690,24334.46
51691,62447.984
51692,18430.166
51693,23692.307
51694,20583.035
51695,17257.38
51696,57302.492
51697,20071.787
51698,82947.625
51699,53072.855
51700,28471.623
51701,18441.822
51702,24565.805
51703,30616.977
51704,18401.059
51705,17642.314
51706,18624.154
51707,45252.016
51708,24997.342
51709,62437.926
51710,57540.984
51711,32575.436
51712,22680.443
51713,46736.08
51714,24301.688
51715,30210.697
51716,29256.633
51717,27387.822
51718,55260.047
51719,26331.912
51720,51525.465
51721,38461.367
51722,19369.018
51723,23834.77
51724,61120.195
51725,38125.926
51726,18397.496
51727,61510.496
51728,25201.543
51729,32308.742
51730,73494.76
51731,39914.43
51732,44687.08
51733,24174.791
51734,19240.809
51735,32390.268
51736,23016.768
51737,20486.371
51738,26062.525
51739,16922.451
51740,38372.5
51741,19283.992
51742,33213.43
51743,22525.537
51744,19039.549
51745,34267.47
51746,78284.87
51747,19609.248
51748,19369.018
